id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,prod_merc_positions_long,prod_merc_positions_short,swap_positions_long_all,swap__positions_short_all,swap__positions_spread_all,m_money_positions_long_all,m_money_positions_short_all,m_money_positions_spread,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,prod_merc_positions_long_1,prod_merc_positions_short_1,swap_positions_long_old,swap__positions_short_old,swap__positions_spread_old,m_money_positions_long_old,m_money_positions_short_old,m_money_positions_spread_1,other_rept_positions_long_1,other_rept_positions_short_1,other_rept_positions_spread_1,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,prod_merc_positions_long_2,prod_merc_positions_short_2,swap_positions_long_other,swap__positions_short_other,swap__positions_spread_other,m_money_positions_long_other,m_money_positions_short_other,m_money_positions_spread_2,other_rept_positions_long_2,other_rept_positions_short_2,other_rept_positions_spread_2,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_prod_merc_long,change_in_prod_merc_short,change_in_swap_long_all,change_in_swap_short_all,change_in_swap_spread_all,change_in_m_money_long_all,change_in_m_money_short_all,change_in_m_money_spread,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_prod_merc_long,pct_of_oi_prod_merc_short,pct_of_oi_swap_long_all,pct_of_oi_swap_short_all,pct_of_oi_swap_spread_all,pct_of_oi_m_money_long_all,pct_of_oi_m_money_short_all,pct_of_oi_m_money_spread,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_prod_merc_long_1,pct_of_oi_prod_merc_short_1,pct_of_oi_swap_long_old,pct_of_oi_swap_short_old,pct_of_oi_swap_spread_old,pct_of_oi_m_money_long_old,pct_of_oi_m_money_short_old,pct_of_oi_m_money_spread_1,pct_of_oi_other_rept_long_1,pct_of_oi_other_rept_short_1,pct_of_oi_other_rept_spread_1,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_prod_merc_long_2,pct_of_oi_prod_merc_short_2,pct_of_oi_swap_long_other,pct_of_oi_swap_short_other,pct_of_oi_swap_spread_other,pct_of_oi_m_money_long_other,pct_of_oi_m_money_short_other,pct_of_oi_m_money_spread_2,pct_of_oi_other_rept_long_2,pct_of_oi_other_rept_short_2,pct_of_oi_other_rept_spread_2,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_prod_merc_long_all,traders_prod_merc_short_all,traders_swap_long_all,traders_swap_short_all,traders_swap_spread_all,traders_m_money_long_all,traders_m_money_short_all,traders_m_money_spread_all,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_prod_merc_long_old,traders_prod_merc_short_old,traders_swap_long_old,traders_swap_short_old,traders_swap_spread_old,traders_m_money_long_old,traders_m_money_short_old,traders_m_money_spread_old,traders_other_rept_long_old,traders_other_rept_short_1,traders_other_rept_spread_1,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_prod_merc_long_other,traders_prod_merc_short_other,traders_swap_long_other,traders_swap_short_other,traders_swap_spread_other,traders_m_money_long_other,traders_m_money_short_other,traders_m_money_spread_other,traders_other_rept_long_other,traders_other_rept_short_2,traders_other_rept_spread_2,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,cftc_subgroup_code,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined
240423088691F,GOLD - COMMODITY EXCHANGE INC.,2024-04-23T00:00:00.000,2024 Report Week 17,GOLD,088691,CMX ,NYC,088 ,GOLD,516249,37917,70510,75873,270152,15293,176400,34261,44015,103135,42383,14702,467335,491316,48914,24933,516249,37917,70510,75873,270152,15293,176400,34261,44015,103135,42383,14702,467335,491316,48914,24933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-944,120,-1190,-2139,3285,-1582,6490,-913,6950,-5732,703,-3720,387,3533,-1331,-4477,100.0,7.3,13.7,14.7,52.3,3.0,34.2,6.6,8.5,20.0,8.2,2.8,90.5,95.2,9.5,4.8,100.0,7.3,13.7,14.7,52.3,3.0,34.2,6.6,8.5,20.0,8.2,2.8,90.5,95.2,9.5,4.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,8,18,22,28,26,105,19,47,83,49,37,260,187,334,8,18,22,28,26,105,19,47,83,49,37,260,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,36.6,28.4,52.4,13.7,30.7,21.8,45.0,18.3,36.6,28.4,52.4,13.7,30.7,21.8,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240416088691F,GOLD - COMMODITY EXCHANGE INC.,2024-04-16T00:00:00.000,2024 Report Week 16,GOLD,088691,CMX ,NYC,088 ,GOLD,517193,37797,71700,78012,266867,16875,169910,35174,37065,108867,41680,18422,466948,487783,50245,29410,517193,37797,71700,78012,266867,16875,169910,35174,37065,108867,41680,18422,466948,487783,50245,29410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11979,3606,-4517,-1216,5083,2200,-4707,2289,7476,3685,-2815,2249,13293,11965,-1314,14,100.0,7.3,13.9,15.1,51.6,3.3,32.9,6.8,7.2,21.0,8.1,3.6,90.3,94.3,9.7,5.7,100.0,7.3,13.9,15.1,51.6,3.3,32.9,6.8,7.2,21.0,8.1,3.6,90.3,94.3,9.7,5.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,10,19,22,29,29,100,27,46,86,50,34,268,186,340,10,19,22,29,29,100,27,46,86,50,34,268,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,36.0,27.0,51.1,13.5,30.2,21.3,44.6,17.0,36.0,27.0,51.1,13.5,30.2,21.3,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240409088691F,GOLD - COMMODITY EXCHANGE INC.,2024-04-09T00:00:00.000,2024 Report Week 15,GOLD,088691,CMX ,NYC,088 ,GOLD,505214,34191,76217,79228,261784,14675,174617,32885,29589,105182,44495,16173,453655,475818,51559,29396,505214,34191,76217,79228,261784,14675,174617,32885,29589,105182,44495,16173,453655,475818,51559,29396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5169,1956,-905,-989,740,13,1544,6892,-564,-3144,-3661,3725,2541,6240,2628,-1071,100.0,6.8,15.1,15.7,51.8,2.9,34.6,6.5,5.9,20.8,8.8,3.2,89.8,94.2,10.2,5.8,100.0,6.8,15.1,15.7,51.8,2.9,34.6,6.5,5.9,20.8,8.8,3.2,89.8,94.2,10.2,5.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,10,20,21,29,28,96,30,45,81,50,36,258,191,335,10,20,21,29,28,96,30,45,81,50,36,258,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,36.0,27.0,51.5,13.6,30.6,22.5,45.5,16.7,36.0,27.0,51.5,13.6,30.6,22.5,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240402088691F,GOLD - COMMODITY EXCHANGE INC.,2024-04-02T00:00:00.000,2024 Report Week 14,GOLD,088691,CMX ,NYC,088 ,GOLD,500045,32235,77122,80217,261044,14662,173073,25993,30153,108326,48156,12448,451114,469578,48931,30467,500045,32235,77122,80217,261044,14662,173073,25993,30153,108326,48156,12448,451114,469578,48931,30467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3597,-530,-3148,-204,9788,-13926,10067,-1218,-2987,5685,9014,-2629,-4524,-5106,927,1509,100.0,6.4,15.4,16.0,52.2,2.9,34.6,5.2,6.0,21.7,9.6,2.5,90.2,93.9,9.8,6.1,100.0,6.4,15.4,16.0,52.2,2.9,34.6,5.2,6.0,21.7,9.6,2.5,90.2,93.9,9.8,6.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,9,21,20,28,27,105,28,45,83,56,34,271,188,348,9,21,20,28,27,105,28,45,83,56,34,271,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,35.9,26.6,51.8,13.2,30.6,22.4,45.5,15.9,35.9,26.6,51.8,13.2,30.6,22.4,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240326088691F,GOLD - COMMODITY EXCHANGE INC.,2024-03-26T00:00:00.000,2024 Report Week 13,GOLD,088691,CMX ,NYC,088 ,GOLD,503642,32765,80270,80421,251256,28588,163006,27211,33140,102641,39142,15077,455638,474684,48004,28958,503642,32765,80270,80421,251256,28588,163006,27211,33140,102641,39142,15077,455638,474684,48004,28958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31405,629,-1076,3354,5869,-311,-9582,-2481,-16661,-3503,-8296,-4204,-30278,-27160,-1127,-4245,100.0,6.5,15.9,16.0,49.9,5.7,32.4,5.4,6.6,20.4,7.8,3.0,90.5,94.3,9.5,5.7,100.0,6.5,15.9,16.0,49.9,5.7,32.4,5.4,6.6,20.4,7.8,3.0,90.5,94.3,9.5,5.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,11,21,22,28,30,101,29,47,85,40,33,270,179,332,11,21,22,28,30,101,29,47,85,40,33,270,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,36.8,25.6,52.8,12.6,31.4,21.4,45.1,14.9,36.8,25.6,52.8,12.6,31.4,21.4,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240319088691F,GOLD - COMMODITY EXCHANGE INC.,2024-03-19T00:00:00.000,2024 Report Week 12,GOLD,088691,CMX ,NYC,088 ,GOLD,535047,32136,81346,77067,245387,28899,172588,29692,49801,106144,47438,19281,485916,501844,49131,33203,535047,32136,81346,77067,245387,28899,172588,29692,49801,106144,47438,19281,485916,501844,49131,33203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18990,1665,2435,1991,478,5014,-1406,-3219,10801,-2924,-1111,2710,17851,17108,1139,1882,100.0,6.0,15.2,14.4,45.9,5.4,32.3,5.5,9.3,19.8,8.9,3.6,90.8,93.8,9.2,6.2,100.0,6.0,15.2,14.4,45.9,5.4,32.3,5.5,9.3,19.8,8.9,3.6,90.8,93.8,9.2,6.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,12,20,21,29,27,95,34,52,81,54,38,265,201,340,12,20,21,29,27,95,34,52,81,54,38,265,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,33.6,24.9,47.4,12.2,28.5,20.4,40.7,14.3,33.6,24.9,47.4,12.2,28.5,20.4,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240312088691F,GOLD - COMMODITY EXCHANGE INC.,2024-03-12T00:00:00.000,2024 Report Week 11,GOLD,088691,CMX ,NYC,088 ,GOLD,516057,30471,78911,75076,244909,23885,173994,32911,39000,109068,48549,16571,468065,484736,47992,31321,516057,30471,78911,75076,244909,23885,173994,32911,39000,109068,48549,16571,468065,484736,47992,31321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44441,18821,18374,-1933,9995,8521,28888,-2432,496,-9974,11037,-3588,41231,42403,3210,2038,100.0,5.9,15.3,14.5,47.5,4.6,33.7,6.4,7.6,21.1,9.4,3.2,90.7,93.9,9.3,6.1,100.0,5.9,15.3,14.5,47.5,4.6,33.7,6.4,7.6,21.1,9.4,3.2,90.7,93.9,9.3,6.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,8,19,18,29,27,99,34,51,85,51,33,262,195,342,8,19,18,29,27,99,34,51,85,51,33,262,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,33.5,24.1,48.0,12.3,28.2,20.8,41.0,14.4,33.5,24.1,48.0,12.3,28.2,20.8,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240305088691F,GOLD - COMMODITY EXCHANGE INC.,2024-03-05T00:00:00.000,2024 Report Week 10,GOLD,088691,CMX ,NYC,088 ,GOLD,471616,11650,60537,77009,234914,15364,145106,35343,38504,119042,37512,20159,426834,442333,44782,29283,471616,11650,60537,77009,234914,15364,145106,35343,38504,119042,37512,20159,426834,442333,44782,29283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60421,272,9487,-1734,37491,-2947,41221,-12389,2227,7979,11932,7564,54582,53365,5839,7056,100.0,2.5,12.8,16.3,49.8,3.3,30.8,7.5,8.2,25.2,8.0,4.3,90.5,93.8,9.5,6.2,100.0,2.5,12.8,16.3,49.8,3.3,30.8,7.5,8.2,25.2,8.0,4.3,90.5,93.8,9.5,6.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,9,19,20,30,24,96,38,51,86,49,38,274,188,342,9,19,20,30,24,96,38,51,86,49,38,274,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,29.5,22.5,45.5,12.9,28.0,21.9,42.8,12.9,29.5,22.5,45.5,12.9,28.0,21.9,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240227088691F,GOLD - COMMODITY EXCHANGE INC.,2024-02-27T00:00:00.000,2024 Report Week 09,GOLD,088691,CMX ,NYC,088 ,GOLD,411195,11378,51050,78743,197423,18311,103885,47732,36277,111063,25580,12595,372252,388968,38943,22227,411195,11378,51050,78743,197423,18311,103885,47732,36277,111063,25580,12595,372252,388968,38943,22227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4132,764,1985,763,-1517,486,5045,-1185,607,-1131,3725,501,7035,4602,-2903,-470,100.0,2.8,12.4,19.1,48.0,4.5,25.3,11.6,8.8,27.0,6.2,3.1,90.5,94.6,9.5,5.4,100.0,2.8,12.4,19.1,48.0,4.5,25.3,11.6,8.8,27.0,6.2,3.1,90.5,94.6,9.5,5.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,10,15,24,25,28,81,47,55,89,32,38,262,186,320,10,15,24,25,28,81,47,55,89,32,38,262,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,30.0,24.1,47.1,14.0,27.9,23.8,43.8,14.1,30.0,24.1,47.1,14.0,27.9,23.8,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240220088691F,GOLD - COMMODITY EXCHANGE INC.,2024-02-20T00:00:00.000,2024 Report Week 08,GOLD,088691,CMX ,NYC,088 ,GOLD,407063,10614,49065,77980,198940,17825,98840,48917,35670,112194,21855,12094,365217,384366,41846,22697,407063,10614,49065,77980,198940,17825,98840,48917,35670,112194,21855,12094,365217,384366,41846,22697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13749,-5274,934,-874,-651,3038,-1802,-17549,-1028,-4669,1984,-758,-11367,-14030,-2382,281,100.0,2.6,12.1,19.2,48.9,4.4,24.3,12.0,8.8,27.6,5.4,3.0,89.7,94.4,10.3,5.6,100.0,2.6,12.1,19.2,48.9,4.4,24.3,12.0,8.8,27.6,5.4,3.0,89.7,94.4,10.3,5.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,8,14,24,24,30,76,43,52,93,30,35,254,177,308,8,14,24,24,30,76,43,52,93,30,35,254,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,31.8,24.1,49.1,14.2,29.9,23.6,46.4,14.2,31.8,24.1,49.1,14.2,29.9,23.6,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240213088691F,GOLD - COMMODITY EXCHANGE INC.,2024-02-13T00:00:00.000,2024 Report Week 07,GOLD,088691,CMX ,NYC,088 ,GOLD,420812,15888,48131,78854,199591,14787,100642,66466,36698,116863,19871,12852,376584,398396,44228,22416,420812,15888,48131,78854,199591,14787,100642,66466,36698,116863,19871,12852,376584,398396,44228,22416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,1603,-2772,1120,-21766,2462,-13674,20219,5232,2556,-767,27,-674,2635,2365,-944,100.0,3.8,11.4,18.7,47.4,3.5,23.9,15.8,8.7,27.8,4.7,3.1,89.5,94.7,10.5,5.3,100.0,3.8,11.4,18.7,47.4,3.5,23.9,15.8,8.7,27.8,4.7,3.1,89.5,94.7,10.5,5.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,11,17,24,23,29,66,52,55,93,27,36,254,183,309,11,17,24,23,29,66,52,55,93,27,36,254,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,31.3,23.4,48.1,13.5,29.0,23.1,44.8,13.6,31.3,23.4,48.1,13.5,29.0,23.1,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240206088691F,GOLD - COMMODITY EXCHANGE INC.,2024-02-06T00:00:00.000,2024 Report Week 06,GOLD,088691,CMX ,NYC,088 ,GOLD,419121,14285,50903,77734,221357,12325,114316,46247,31466,114307,20638,12825,377258,395761,41863,23360,419121,14285,50903,77734,221357,12325,114316,46247,31466,114307,20638,12825,377258,395761,41863,23360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11207,-987,1272,-148,7316,-12046,6223,-5822,-1739,3178,1276,-2187,-7706,-11930,-3501,723,100.0,3.4,12.1,18.5,52.8,2.9,27.3,11.0,7.5,27.3,4.9,3.1,90.0,94.4,10.0,5.6,100.0,3.4,12.1,18.5,52.8,2.9,27.3,11.0,7.5,27.3,4.9,3.1,90.0,94.4,10.0,5.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,8,15,23,25,27,79,34,48,93,30,32,251,166,305,8,15,23,25,27,79,34,48,93,30,32,251,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,33.9,24.1,52.2,13.9,31.7,24.0,49.0,14.0,33.9,24.1,52.2,13.9,31.7,24.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240130088691F,GOLD - COMMODITY EXCHANGE INC.,2024-01-30T00:00:00.000,2024 Report Week 05,GOLD,088691,CMX ,NYC,088 ,GOLD,430328,15272,49631,77882,214041,24371,108093,52069,33205,111129,19362,15012,384964,407691,45364,22637,430328,15272,49631,77882,214041,24371,108093,52069,33205,111129,19362,15012,384964,407691,45364,22637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35544,1548,-3042,-653,-17638,3536,-3205,1804,-7316,-18673,-1999,-10501,-35264,-35156,-280,-388,100.0,3.5,11.5,18.1,49.7,5.7,25.1,12.1,7.7,25.8,4.5,3.5,89.5,94.7,10.5,5.3,100.0,3.5,11.5,18.1,49.7,5.7,25.1,12.1,7.7,25.8,4.5,3.5,89.5,94.7,10.5,5.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8,16,26,23,29,78,38,49,91,24,29,251,162,300,8,16,26,23,29,78,38,49,91,24,29,251,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,32.8,23.2,51.1,13.4,30.8,22.9,46.1,13.4,32.8,23.2,51.1,13.4,30.8,22.9,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240123088691F,GOLD - COMMODITY EXCHANGE INC.,2024-01-23T00:00:00.000,2024 Report Week 04,GOLD,088691,CMX ,NYC,088 ,GOLD,465872,13724,52673,78535,231679,20835,111298,50265,40521,129802,21361,25513,420228,442847,45644,23025,465872,13724,52673,78535,231679,20835,111298,50265,40521,129802,21361,25513,420228,442847,45644,23025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23462,860,-745,2744,-10978,203,-19633,2563,-1392,-1627,-13404,-621,-19466,-24374,-3996,912,100.0,2.9,11.3,16.9,49.7,4.5,23.9,10.8,8.7,27.9,4.6,5.5,90.2,95.1,9.8,4.9,100.0,2.9,11.3,16.9,49.7,4.5,23.9,10.8,8.7,27.9,4.6,5.5,90.2,95.1,9.8,4.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,10,14,25,23,33,77,39,58,88,28,40,261,179,302,10,14,25,23,33,77,39,58,88,28,40,261,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,33.3,24.1,49.8,14.8,31.8,23.5,46.8,15.0,33.3,24.1,49.8,14.8,31.8,23.5,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240116088691F,GOLD - COMMODITY EXCHANGE INC.,2024-01-16T00:00:00.000,2024 Report Week 03,GOLD,088691,CMX ,NYC,088 ,GOLD,489334,12864,53418,75791,242657,20632,130931,47702,41913,131429,34765,26134,439694,467221,49640,22113,489334,12864,53418,75791,242657,20632,130931,47702,41913,131429,34765,26134,439694,467221,49640,22113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-515,915,-3532,-2422,-8256,4305,-3402,1828,6045,-5903,-2412,881,419,-1141,-934,626,100.0,2.6,10.9,15.5,49.6,4.2,26.8,9.7,8.6,26.9,7.1,5.3,89.9,95.5,10.1,4.5,100.0,2.6,10.9,15.5,49.6,4.2,26.8,9.7,8.6,26.9,7.1,5.3,89.9,95.5,10.1,4.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,10,14,25,22,28,81,36,57,88,33,39,258,180,308,10,14,25,22,28,81,36,57,88,33,39,258,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,32.6,22.9,48.8,14.1,31.5,22.4,46.0,14.3,32.6,22.9,48.8,14.1,31.5,22.4,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240109088691F,GOLD - COMMODITY EXCHANGE INC.,2024-01-09T00:00:00.000,2024 Report Week 02,GOLD,088691,CMX ,NYC,088 ,GOLD,489849,11949,56950,78213,250913,16327,134333,45874,35868,137332,37177,25253,439275,468362,50574,21487,489849,11949,56950,78213,250913,16327,134333,45874,35868,137332,37177,25253,439275,468362,50574,21487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10515,-1725,1575,2096,-18981,-2686,-20051,639,2630,1010,-645,6837,-11889,-10631,1374,116,100.0,2.4,11.6,16.0,51.2,3.3,27.4,9.4,7.3,28.0,7.6,5.2,89.7,95.6,10.3,4.4,100.0,2.4,11.6,16.0,51.2,3.3,27.4,9.4,7.3,28.0,7.6,5.2,89.7,95.6,10.3,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,10,14,24,21,24,83,33,53,91,35,38,260,170,309,10,14,24,21,24,83,33,53,91,35,38,260,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,33.0,23.5,49.7,14.2,32.1,22.7,47.3,14.3,33.0,23.5,49.7,14.2,32.1,22.7,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
