id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,prod_merc_positions_long,prod_merc_positions_short,swap_positions_long_all,swap__positions_short_all,swap__positions_spread_all,m_money_positions_long_all,m_money_positions_short_all,m_money_positions_spread,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,prod_merc_positions_long_1,prod_merc_positions_short_1,swap_positions_long_old,swap__positions_short_old,swap__positions_spread_old,m_money_positions_long_old,m_money_positions_short_old,m_money_positions_spread_1,other_rept_positions_long_1,other_rept_positions_short_1,other_rept_positions_spread_1,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,prod_merc_positions_long_2,prod_merc_positions_short_2,swap_positions_long_other,swap__positions_short_other,swap__positions_spread_other,m_money_positions_long_other,m_money_positions_short_other,m_money_positions_spread_2,other_rept_positions_long_2,other_rept_positions_short_2,other_rept_positions_spread_2,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_prod_merc_long,change_in_prod_merc_short,change_in_swap_long_all,change_in_swap_short_all,change_in_swap_spread_all,change_in_m_money_long_all,change_in_m_money_short_all,change_in_m_money_spread,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_prod_merc_long,pct_of_oi_prod_merc_short,pct_of_oi_swap_long_all,pct_of_oi_swap_short_all,pct_of_oi_swap_spread_all,pct_of_oi_m_money_long_all,pct_of_oi_m_money_short_all,pct_of_oi_m_money_spread,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_prod_merc_long_1,pct_of_oi_prod_merc_short_1,pct_of_oi_swap_long_old,pct_of_oi_swap_short_old,pct_of_oi_swap_spread_old,pct_of_oi_m_money_long_old,pct_of_oi_m_money_short_old,pct_of_oi_m_money_spread_1,pct_of_oi_other_rept_long_1,pct_of_oi_other_rept_short_1,pct_of_oi_other_rept_spread_1,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_prod_merc_long_2,pct_of_oi_prod_merc_short_2,pct_of_oi_swap_long_other,pct_of_oi_swap_short_other,pct_of_oi_swap_spread_other,pct_of_oi_m_money_long_other,pct_of_oi_m_money_short_other,pct_of_oi_m_money_spread_2,pct_of_oi_other_rept_long_2,pct_of_oi_other_rept_short_2,pct_of_oi_other_rept_spread_2,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_prod_merc_long_all,traders_prod_merc_short_all,traders_swap_long_all,traders_swap_short_all,traders_swap_spread_all,traders_m_money_long_all,traders_m_money_short_all,traders_m_money_spread_all,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_prod_merc_long_old,traders_prod_merc_short_old,traders_swap_long_old,traders_swap_short_old,traders_swap_spread_old,traders_m_money_long_old,traders_m_money_short_old,traders_m_money_spread_old,traders_other_rept_long_old,traders_other_rept_short_1,traders_other_rept_spread_1,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_prod_merc_long_other,traders_prod_merc_short_other,traders_swap_long_other,traders_swap_short_other,traders_swap_spread_other,traders_m_money_long_other,traders_m_money_short_other,traders_m_money_spread_other,traders_other_rept_long_other,traders_other_rept_short_2,traders_other_rept_spread_2,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,cftc_subgroup_code,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined
080325088691F,GOLD - COMMODITY EXCHANGE INC.,2008-03-25T00:00:00.000,2008 Report Week 12,GOLD,088691,CMX,NYC,088,GOLD,452193,52158,185842,32234,104675,20602,169444,14286,55120,45207,24623,17967,392732,423115,59461,29078,452193,52158,185842,32234,104675,20602,169444,14286,55120,45207,24623,17967,392732,423115,59461,29078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36862,2193,-31393,-4839,-4256,-2447,-10176,3231,-9408,-7600,-4740,-88,-32365,-49101,-4497,12239,100.0,11.5,41.1,7.1,23.1,4.6,37.5,3.2,12.2,10.0,5.4,4.0,86.9,93.6,13.1,6.4,100.0,11.5,41.1,7.1,23.1,4.6,37.5,3.2,12.2,10.0,5.4,4.0,86.9,93.6,13.1,6.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,21,29,11,15,13,77,24,17,75,38,40,223,140,277,21,29,11,15,13,77,24,17,75,38,40,223,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,48.3,40.5,66.0,16.6,37.1,23.6,48.0,30.5,48.3,40.5,66.0,16.6,37.1,23.6,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
080318088691F,GOLD - COMMODITY EXCHANGE INC.,2008-03-18T00:00:00.000,2008 Report Week 11,GOLD,088691,CMX,NYC,088,GOLD,489055,49965,217235,37073,108931,23049,179620,11055,64528,52807,29363,18055,425097,472216,63958,16839,489055,49965,217235,37073,108931,23049,179620,11055,64528,52807,29363,18055,425097,472216,63958,16839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7020,5858,13885,1101,-11056,289,-6490,660,3305,-131,-2947,2146,6078,6282,942,738,100.0,10.2,44.4,7.6,22.3,4.7,36.7,2.3,13.2,10.8,6.0,3.7,86.9,96.6,13.1,3.4,100.0,10.2,44.4,7.6,22.3,4.7,36.7,2.3,13.2,10.8,6.0,3.7,86.9,96.6,13.1,3.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,21,29,15,11,11,90,21,21,86,42,44,254,138,302,21,29,15,11,11,90,21,21,86,42,44,254,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,44.7,36.8,64.6,14.6,36.6,21.4,47.5,27.5,44.7,36.8,64.6,14.6,36.6,21.4,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
080311088691F,GOLD - COMMODITY EXCHANGE INC.,2008-03-11T00:00:00.000,2008 Report Week 10,GOLD,088691,CMX,NYC,088,GOLD,482035,44107,203350,35972,119987,22760,186110,10395,61223,52938,32310,15909,419019,465934,63016,16101,482035,44107,203350,35972,119987,22760,186110,10395,61223,52938,32310,15909,419019,465934,63016,16101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4957,-7775,-1643,-1077,-4060,11379,-2184,-2172,-1701,635,60,-1828,-2551,35,-2406,-4992,100.0,9.2,42.2,7.5,24.9,4.7,38.6,2.2,12.7,11.0,6.7,3.3,86.9,96.7,13.1,3.3,100.0,9.2,42.2,7.5,24.9,4.7,38.6,2.2,12.7,11.0,6.7,3.3,86.9,96.7,13.1,3.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,13,25,14,11,11,91,19,22,83,44,38,244,128,293,13,25,14,11,11,91,19,22,83,44,38,244,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,45.5,38.2,64.7,16.5,36.1,24.6,48.5,28.5,45.5,38.2,64.7,16.5,36.1,24.6,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
080304088691F,GOLD - COMMODITY EXCHANGE INC.,2008-03-04T00:00:00.000,2008 Report Week 09,GOLD,088691,CMX,NYC,088,GOLD,486992,51882,204993,37049,124047,11381,188294,12567,62924,52303,32250,17737,421570,465899,65422,21093,486992,51882,204993,37049,124047,11381,188294,12567,62924,52303,32250,17737,421570,465899,65422,21093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8110,-8144,-14962,1965,-3383,2392,-8706,1872,1586,-967,2038,3240,-8634,-7217,524,-893,100.0,10.7,42.1,7.6,25.5,2.3,38.7,2.6,12.9,10.7,6.6,3.6,86.6,95.7,13.4,4.3,100.0,10.7,42.1,7.6,25.5,2.3,38.7,2.6,12.9,10.7,6.6,3.6,86.6,95.7,13.4,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,18,30,12,12,11,94,20,14,90,44,40,254,133,312,18,30,12,12,11,94,20,14,90,44,40,254,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7,44.3,39.6,63.4,16.9,33.7,24.7,46.9,29.7,44.3,39.6,63.4,16.9,33.7,24.7,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
080226088691F,GOLD - COMMODITY EXCHANGE INC.,2008-02-26T00:00:00.000,2008 Report Week 08,GOLD,088691,CMX,NYC,088,GOLD,495102,60026,219955,35084,127430,8989,197000,10695,61338,53270,30212,14497,430204,473116,64898,21986,495102,60026,219955,35084,127430,8989,197000,10695,61338,53270,30212,14497,430204,473116,64898,21986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5313,-282,-1016,2218,2487,-2319,-3191,-1762,-41,1744,3211,503,-1368,1063,6681,4250,100.0,12.1,44.4,7.1,25.7,1.8,39.8,2.2,12.4,10.8,6.1,2.9,86.9,95.6,13.1,4.4,100.0,12.1,44.4,7.1,25.7,1.8,39.8,2.2,12.4,10.8,6.1,2.9,86.9,95.6,13.1,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,20,31,9,15,14,93,18,11,86,48,37,253,131,310,20,31,9,15,14,93,18,11,86,48,37,253,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2,46.1,41.2,65.4,17.3,33.8,24.4,47.6,31.2,46.1,41.2,65.4,17.3,33.8,24.4,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
080219088691F,GOLD - COMMODITY EXCHANGE INC.,2008-02-19T00:00:00.000,2008 Report Week 07,GOLD,088691,CMX,NYC,088,GOLD,489789,60308,220971,32866,124943,11308,200191,12457,61379,51526,27001,13994,431572,472053,58217,17736,489789,60308,220971,32866,124943,11308,200191,12457,61379,51526,27001,13994,431572,472053,58217,17736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14040,1489,8975,42,1696,-762,9763,105,-1148,1148,5143,-66,10466,13943,3574,97,100.0,12.3,45.1,6.7,25.5,2.3,40.9,2.5,12.5,10.5,5.5,2.9,88.1,96.4,11.9,3.6,100.0,12.3,45.1,6.7,25.5,2.3,40.9,2.5,12.5,10.5,5.5,2.9,88.1,96.4,11.9,3.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,20,32,10,13,12,93,22,14,94,39,37,256,132,312,20,32,10,13,12,93,22,14,94,39,37,256,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6,47.8,42.7,66.5,17.6,34.1,24.5,47.5,32.6,47.8,42.7,66.5,17.6,34.1,24.5,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
080212088691F,GOLD - COMMODITY EXCHANGE INC.,2008-02-12T00:00:00.000,2008 Report Week 06,GOLD,088691,CMX,NYC,088,GOLD,475749,58819,211996,32824,123247,12070,190428,12352,62527,50378,21858,14060,421106,458110,54643,17639,475749,58819,211996,32824,123247,12070,190428,12352,62527,50378,21858,14060,421106,458110,54643,17639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19390,-9778,-11054,159,3454,-620,-596,3015,-15560,6550,85,1335,-18510,-19345,-880,-45,100.0,12.4,44.6,6.9,25.9,2.5,40.0,2.6,13.1,10.6,4.6,3.0,88.5,96.3,11.5,3.7,100.0,12.4,44.6,6.9,25.9,2.5,40.0,2.6,13.1,10.6,4.6,3.0,88.5,96.3,11.5,3.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,22,30,12,12,12,84,23,14,85,41,44,247,135,298,22,30,12,12,12,84,23,14,85,41,44,247,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,47.9,42.5,66.9,17.7,35.3,24.5,48.2,32.9,47.9,42.5,66.9,17.7,35.3,24.5,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
080205088691F,GOLD - COMMODITY EXCHANGE INC.,2008-02-05T00:00:00.000,2008 Report Week 05,GOLD,088691,CMX,NYC,088,GOLD,495139,68597,223050,32665,119793,12690,191024,9337,78087,43828,21773,12725,439616,477455,55523,17684,495139,68597,223050,32665,119793,12690,191024,9337,78087,43828,21773,12725,439616,477455,55523,17684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27003,-8641,-22855,941,11735,-64,-352,-315,-4053,-2048,-47,-3971,-18188,-19570,-8815,-7433,100.0,13.9,45.0,6.6,24.2,2.6,38.6,1.9,15.8,8.9,4.4,2.6,88.8,96.4,11.2,3.6,100.0,13.9,45.0,6.6,24.2,2.6,38.6,1.9,15.8,8.9,4.4,2.6,88.8,96.4,11.2,3.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,19,29,11,14,10,89,15,13,83,37,38,239,122,287,19,29,11,14,10,89,15,13,83,37,38,239,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,51.1,44.8,69.1,16.6,33.9,23.2,46.4,36.1,51.1,44.8,69.1,16.6,33.9,23.2,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
080129088691F,GOLD - COMMODITY EXCHANGE INC.,2008-01-29T00:00:00.000,2008 Report Week 04,GOLD,088691,CMX,NYC,088,GOLD,522142,77238,245905,31724,108058,12754,191376,9652,82140,45876,21820,16696,457804,497025,64338,25117,522142,77238,245905,31724,108058,12754,191376,9652,82140,45876,21820,16696,457804,497025,64338,25117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38031,6009,13288,-620,-5925,-3258,-1663,34,-31276,-2268,-4670,-1702,-34778,-33509,-3253,-4522,100.0,14.8,47.1,6.1,20.7,2.4,36.7,1.8,15.7,8.8,4.2,3.2,87.7,95.2,12.3,4.8,100.0,14.8,47.1,6.1,20.7,2.4,36.7,1.8,15.7,8.8,4.2,3.2,87.7,95.2,12.3,4.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,21,30,10,11,11,94,17,14,69,43,44,240,131,288,21,30,10,11,11,94,17,14,69,43,44,240,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,50.1,43.5,66.0,15.4,32.0,21.0,43.7,35.8,50.1,43.5,66.0,15.4,32.0,21.0,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
080122088691F,GOLD - COMMODITY EXCHANGE INC.,2008-01-22T00:00:00.000,2008 Report Week 03,GOLD,088691,CMX,NYC,088,GOLD,560173,71229,232617,32344,113983,16012,193039,9618,113416,48144,26490,18398,492582,530534,67591,29639,560173,71229,232617,32344,113983,16012,193039,9618,113416,48144,26490,18398,492582,530534,67591,29639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33780,-9693,-21073,563,3856,-10891,-3982,-1519,-15422,-1941,2568,-72,-41438,-42553,7658,8773,100.0,12.7,41.5,5.8,20.3,2.9,34.5,1.7,20.2,8.6,4.7,3.3,87.9,94.7,12.1,5.3,100.0,12.7,41.5,5.8,20.3,2.9,34.5,1.7,20.2,8.6,4.7,3.3,87.9,94.7,12.1,5.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,18,28,11,13,13,98,17,17,81,42,41,247,137,302,18,28,11,13,13,98,17,17,81,42,41,247,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,50.2,45.0,66.5,14.5,29.1,19.7,41.4,37.3,50.2,45.0,66.5,14.5,29.1,19.7,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
080115088691F,GOLD - COMMODITY EXCHANGE INC.,2008-01-15T00:00:00.000,2008 Report Week 02,GOLD,088691,CMX,NYC,088,GOLD,593953,80922,253690,31781,110127,26903,197021,11137,128838,50085,23922,18470,534020,573087,59933,20866,593953,80922,253690,31781,110127,26903,197021,11137,128838,50085,23922,18470,534020,573087,59933,20866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35644,2197,6876,3175,2920,14390,5233,118,5870,3784,2256,884,35533,33314,111,2330,100.0,13.6,42.7,5.4,18.5,4.5,33.2,1.9,21.7,8.4,4.0,3.1,89.9,96.5,10.1,3.5,100.0,13.6,42.7,5.4,18.5,4.5,33.2,1.9,21.7,8.4,4.0,3.1,89.9,96.5,10.1,3.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,17,29,11,13,12,101,21,15,88,41,41,258,138,318,17,29,11,13,12,101,21,15,88,41,41,258,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7,52.9,46.9,69.0,13.7,29.2,18.9,40.3,38.7,52.9,46.9,69.0,13.7,29.2,18.9,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
080108088691F,GOLD - COMMODITY EXCHANGE INC.,2008-01-08T00:00:00.000,2008 Report Week 01,GOLD,088691,CMX,NYC,088,GOLD,558309,78725,246814,28606,107207,12513,191788,11019,122968,46301,21666,17586,498487,539773,59822,18536,558309,78725,246814,28606,107207,12513,191788,11019,122968,46301,21666,17586,498487,539773,59822,18536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16455,-5523,-11913,3125,17793,6101,9886,370,-1359,1091,4641,-1614,11707,14019,4748,2436,100.0,14.1,44.2,5.1,19.2,2.2,34.4,2.0,22.0,8.3,3.9,3.1,89.3,96.7,10.7,3.3,100.0,14.1,44.2,5.1,19.2,2.2,34.4,2.0,22.0,8.3,3.9,3.1,89.3,96.7,10.7,3.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,16,29,11,13,11,102,21,12,80,41,46,251,139,312,16,29,11,13,11,102,21,12,80,41,46,251,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,53.0,47.2,69.5,14.4,29.7,19.6,41.2,39.5,53.0,47.2,69.5,14.4,29.7,19.6,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
071231088691F,GOLD - COMMODITY EXCHANGE INC.,2007-12-31T00:00:00.000,2007 Report Week 53,GOLD,088691,CMX,NYC,088,GOLD,541854,84248,258727,25481,89414,6412,181902,10649,124327,45210,17025,19200,486780,525754,55074,16100,541854,84248,258727,25481,89414,6412,181902,10649,124327,45210,17025,19200,486780,525754,55074,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24834,3323,8130,-5746,6328,3034,17298,2180,4295,-707,-652,-498,20999,22817,3835,2017,100.0,15.5,47.7,4.7,16.5,1.2,33.6,2.0,22.9,8.3,3.1,3.5,89.8,97.0,10.2,3.0,100.0,15.5,47.7,4.7,16.5,1.2,33.6,2.0,22.9,8.3,3.1,3.5,89.8,97.0,10.2,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,13,29,11,12,11,90,20,14,80,37,38,227,134,289,13,29,11,12,11,90,20,14,80,37,38,227,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,56.6,50.6,71.8,14.4,29.6,19.9,41.4,43.0,56.6,50.6,71.8,14.4,29.6,19.9,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
071224088691F,GOLD - COMMODITY EXCHANGE INC.,2007-12-24T00:00:00.000,2007 Report Week 52,GOLD,088691,CMX,NYC,088,GOLD,517020,80925,250597,31227,83086,3378,164604,8469,120032,45917,17677,19698,465781,502937,51239,14083,517020,80925,250597,31227,83086,3378,164604,8469,120032,45917,17677,19698,465781,502937,51239,14083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22019,3216,11571,3029,6598,-1935,8944,-953,8606,3788,-417,77,25725,23547,-3706,-1528,100.0,15.7,48.5,6.0,16.1,0.7,31.8,1.6,23.2,8.9,3.4,3.8,90.1,97.3,9.9,2.7,100.0,15.7,48.5,6.0,16.1,0.7,31.8,1.6,23.2,8.9,3.4,3.8,90.1,97.3,9.9,2.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283,16,29,11,11,14,83,19,11,86,33,31,227,123,283,16,29,11,11,14,83,19,11,86,33,31,227,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,56.5,50.5,71.5,14.2,28.8,19.4,40.6,43.3,56.5,50.5,71.5,14.2,28.8,19.4,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
071218088691F,GOLD - COMMODITY EXCHANGE INC.,2007-12-18T00:00:00.000,2007 Report Week 51,GOLD,088691,CMX,NYC,088,GOLD,495001,77709,239026,28198,76488,5313,155660,9422,111426,42129,18094,19621,440056,479390,54945,15611,495001,77709,239026,28198,76488,5313,155660,9422,111426,42129,18094,19621,440056,479390,54945,15611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8803,-239,488,-966,-2829,1866,195,3313,2949,1065,-552,1518,6388,6753,2415,2050,100.0,15.7,48.3,5.7,15.5,1.1,31.4,1.9,22.5,8.5,3.7,4.0,88.9,96.8,11.1,3.2,100.0,15.7,48.3,5.7,15.5,1.1,31.4,1.9,22.5,8.5,3.7,4.0,88.9,96.8,11.1,3.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,19,28,11,12,13,74,19,10,81,37,31,216,127,276,19,28,11,12,13,74,19,10,81,37,31,216,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7,54.3,50.0,69.2,14.6,27.5,19.9,39.4,42.7,54.3,50.0,69.2,14.6,27.5,19.9,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
071211088691F,GOLD - COMMODITY EXCHANGE INC.,2007-12-11T00:00:00.000,2007 Report Week 50,GOLD,088691,CMX,NYC,088,GOLD,486198,77948,238538,29164,79317,3447,155465,6109,108477,41064,18646,18103,433668,472637,52530,13561,486198,77948,238538,29164,79317,3447,155465,6109,108477,41064,18646,18103,433668,472637,52530,13561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-511,-7750,-13670,-588,11177,-803,5790,355,2523,-149,1036,1159,182,1777,-693,-2288,100.0,16.0,49.1,6.0,16.3,0.7,32.0,1.3,22.3,8.4,3.8,3.7,89.2,97.2,10.8,2.8,100.0,16.0,49.1,6.0,16.3,0.7,32.0,1.3,22.3,8.4,3.8,3.7,89.2,97.2,10.8,2.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,19,27,11,11,13,82,17,10,74,40,29,218,122,276,19,27,11,11,13,82,17,10,74,40,29,218,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.9,53.7,49.9,69.1,14.8,26.8,19.5,39.1,42.9,53.7,49.9,69.1,14.8,26.8,19.5,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
